"체류자격별","성별","행정구역(시군구)별","항목","단위","2019 년",
"유학(D-2)","여자","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","750",
"유학(D-2)","여자","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","590",
"유학(D-2)","여자","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","112",
"유학(D-2)","여자","시흥시","지역 및 체류자격별 등록외국인 현황","명","138",
"유학(D-2)","여자","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","111",
"유학(D-2)","여자","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","367",
"유학(D-2)","여자","안성시","지역 및 체류자격별 등록외국인 현황","명","293",
"유학(D-2)","여자","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","25",
"유학(D-2)","여자","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","119",
"유학(D-2)","여자","양주시","지역 및 체류자격별 등록외국인 현황","명","84",
"유학(D-2)","여자","양평군","지역 및 체류자격별 등록외국인 현황","명","17",
"유학(D-2)","여자","여주시","지역 및 체류자격별 등록외국인 현황","명","54",
"유학(D-2)","여자","연천군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","오산시","지역 및 체류자격별 등록외국인 현황","명","76",
"유학(D-2)","여자","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","594",
"유학(D-2)","여자","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","617",
"유학(D-2)","여자","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","376",
"유학(D-2)","여자","의왕시","지역 및 체류자격별 등록외국인 현황","명","13",
"유학(D-2)","여자","의정부시","지역 및 체류자격별 등록외국인 현황","명","386",
"유학(D-2)","여자","이천시","지역 및 체류자격별 등록외국인 현황","명","38",
"유학(D-2)","여자","파주시","지역 및 체류자격별 등록외국인 현황","명","23",
"유학(D-2)","여자","평택시","지역 및 체류자격별 등록외국인 현황","명","345",
"유학(D-2)","여자","포천시","지역 및 체류자격별 등록외국인 현황","명","175",
"유학(D-2)","여자","하남시","지역 및 체류자격별 등록외국인 현황","명","9",
"유학(D-2)","여자","화성시","지역 및 체류자격별 등록외국인 현황","명","351",
"유학(D-2)","여자","강원도","지역 및 체류자격별 등록외국인 현황","명","1286",
"유학(D-2)","여자","강릉시","지역 및 체류자격별 등록외국인 현황","명","206",
"유학(D-2)","여자","고성군","지역 및 체류자격별 등록외국인 현황","명","120",
"유학(D-2)","여자","동해시","지역 및 체류자격별 등록외국인 현황","명","3",
"유학(D-2)","여자","삼척시","지역 및 체류자격별 등록외국인 현황","명","26",
"유학(D-2)","여자","속초시","지역 및 체류자격별 등록외국인 현황","명","13",
"유학(D-2)","여자","양구군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","양양군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","영월군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","원주시","지역 및 체류자격별 등록외국인 현황","명","252",
"유학(D-2)","여자","인제군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","정선군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","철원군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","춘천시","지역 및 체류자격별 등록외국인 현황","명","648",
"유학(D-2)","여자","태백시","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","평창군","지역 및 체류자격별 등록외국인 현황","명","14",
"유학(D-2)","여자","홍천군","지역 및 체류자격별 등록외국인 현황","명","2",
"유학(D-2)","여자","화천군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","횡성군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","충청북도","지역 및 체류자격별 등록외국인 현황","명","1406",
"유학(D-2)","여자","괴산군","지역 및 체류자격별 등록외국인 현황","명","54",
"유학(D-2)","여자","단양군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","보은군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","영동군","지역 및 체류자격별 등록외국인 현황","명","13",
"유학(D-2)","여자","옥천군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","음성군","지역 및 체류자격별 등록외국인 현황","명","25",
"유학(D-2)","여자","제천시","지역 및 체류자격별 등록외국인 현황","명","92",
"유학(D-2)","여자","증평군","지역 및 체류자격별 등록외국인 현황","명","7",
"유학(D-2)","여자","진천군","지역 및 체류자격별 등록외국인 현황","명","11",
"유학(D-2)","여자","청원군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","청주시 상당구","지역 및 체류자격별 등록외국인 현황","명","3",
"유학(D-2)","여자","청주시 서원구","지역 및 체류자격별 등록외국인 현황","명","365",
"유학(D-2)","여자","청주시 청원구","지역 및 체류자격별 등록외국인 현황","명","352",
"유학(D-2)","여자","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황","명","260",
"유학(D-2)","여자","충주시","지역 및 체류자격별 등록외국인 현황","명","222",
"유학(D-2)","여자","충청남도","지역 및 체류자격별 등록외국인 현황","명","3082",
"유학(D-2)","여자","계룡시","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","공주시","지역 및 체류자격별 등록외국인 현황","명","192",
"유학(D-2)","여자","금산군","지역 및 체류자격별 등록외국인 현황","명","149",
"유학(D-2)","여자","논산시","지역 및 체류자격별 등록외국인 현황","명","65",
"유학(D-2)","여자","당진시","지역 및 체류자격별 등록외국인 현황","명","111",
"유학(D-2)","여자","보령시","지역 및 체류자격별 등록외국인 현황","명","10",
"유학(D-2)","여자","부여군","지역 및 체류자격별 등록외국인 현황","명","4",
"유학(D-2)","여자","서산시","지역 및 체류자격별 등록외국인 현황","명","268",
"유학(D-2)","여자","서천군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","아산시","지역 및 체류자격별 등록외국인 현황","명","1071",
"유학(D-2)","여자","예산군","지역 및 체류자격별 등록외국인 현황","명","4",
"유학(D-2)","여자","천안시 동남구","지역 및 체류자격별 등록외국인 현황","명","624",
"유학(D-2)","여자","천안시 서북구","지역 및 체류자격별 등록외국인 현황","명","548",
"유학(D-2)","여자","청양군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","태안군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","홍성군","지역 및 체류자격별 등록외국인 현황","명","35",
"유학(D-2)","여자","전라북도","지역 및 체류자격별 등록외국인 현황","명","2666",
"유학(D-2)","여자","고창군","지역 및 체류자격별 등록외국인 현황","명","32",
"유학(D-2)","여자","군산시","지역 및 체류자격별 등록외국인 현황","명","218",
"유학(D-2)","여자","김제시","지역 및 체류자격별 등록외국인 현황","명","2",
"유학(D-2)","여자","남원시","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","무주군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","부안군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","순창군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","완주군","지역 및 체류자격별 등록외국인 현황","명","377",
"유학(D-2)","여자","익산시","지역 및 체류자격별 등록외국인 현황","명","436",
"유학(D-2)","여자","임실군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","장수군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","전주시 덕진구","지역 및 체류자격별 등록외국인 현황","명","860",
"유학(D-2)","여자","전주시 완산구","지역 및 체류자격별 등록외국인 현황","명","692",
"유학(D-2)","여자","정읍시","지역 및 체류자격별 등록외국인 현황","명","49",
"유학(D-2)","여자","진안군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","전라남도","지역 및 체류자격별 등록외국인 현황","명","623",
"유학(D-2)","여자","강진군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","고흥군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","곡성군","지역 및 체류자격별 등록외국인 현황","명","15",
"유학(D-2)","여자","광양시","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","구례군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","나주시","지역 및 체류자격별 등록외국인 현황","명","175",
"유학(D-2)","여자","담양군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","목포시","지역 및 체류자격별 등록외국인 현황","명","77",
"유학(D-2)","여자","무안군","지역 및 체류자격별 등록외국인 현황","명","124",
"유학(D-2)","여자","보성군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","순천시","지역 및 체류자격별 등록외국인 현황","명","76",
"유학(D-2)","여자","신안군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","여수시","지역 및 체류자격별 등록외국인 현황","명","68",
"유학(D-2)","여자","영광군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","영암군","지역 및 체류자격별 등록외국인 현황","명","58",
"유학(D-2)","여자","완도군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","장성군","지역 및 체류자격별 등록외국인 현황","명","3",
"유학(D-2)","여자","장흥군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","진도군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","함평군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","해남군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","화순군","지역 및 체류자격별 등록외국인 현황","명","22",
"유학(D-2)","여자","경상북도","지역 및 체류자격별 등록외국인 현황","명","2741",
"유학(D-2)","여자","경산시","지역 및 체류자격별 등록외국인 현황","명","1580",
"유학(D-2)","여자","경주시","지역 및 체류자격별 등록외국인 현황","명","551",
"유학(D-2)","여자","고령군","지역 및 체류자격별 등록외국인 현황","명","2",
"유학(D-2)","여자","구미시","지역 및 체류자격별 등록외국인 현황","명","75",
"유학(D-2)","여자","군위군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","김천시","지역 및 체류자격별 등록외국인 현황","명","147",
"유학(D-2)","여자","문경시","지역 및 체류자격별 등록외국인 현황","명","3",
"유학(D-2)","여자","봉화군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","상주시","지역 및 체류자격별 등록외국인 현황","명","9",
"유학(D-2)","여자","성주군","지역 및 체류자격별 등록외국인 현황","명","4",
"유학(D-2)","여자","안동시","지역 및 체류자격별 등록외국인 현황","명","65",
"유학(D-2)","여자","영덕군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","영양군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","영주시","지역 및 체류자격별 등록외국인 현황","명","36",
"유학(D-2)","여자","영천시","지역 및 체류자격별 등록외국인 현황","명","12",
"유학(D-2)","여자","예천군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","울릉군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","울진군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","의성군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","청도군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","청송군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","칠곡군","지역 및 체류자격별 등록외국인 현황","명","35",
"유학(D-2)","여자","포항시 남구","지역 및 체류자격별 등록외국인 현황","명","55",
"유학(D-2)","여자","포항시 북구","지역 및 체류자격별 등록외국인 현황","명","167",
"유학(D-2)","여자","경상남도","지역 및 체류자격별 등록외국인 현황","명","1001",
"유학(D-2)","여자","거제시","지역 및 체류자격별 등록외국인 현황","명","9",
"유학(D-2)","여자","거창군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","고성군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","김해시","지역 및 체류자격별 등록외국인 현황","명","217",
"유학(D-2)","여자","남해군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","밀양시","지역 및 체류자격별 등록외국인 현황","명","15",
"유학(D-2)","여자","사천시","지역 및 체류자격별 등록외국인 현황","명","2",
"유학(D-2)","여자","산청군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","양산시","지역 및 체류자격별 등록외국인 현황","명","38",
"유학(D-2)","여자","의령군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","진주시","지역 및 체류자격별 등록외국인 현황","명","333",
"유학(D-2)","여자","창녕군","지역 및 체류자격별 등록외국인 현황","명","1",
"유학(D-2)","여자","창원시 마산합포구","지역 및 체류자격별 등록외국인 현황","명","182",
"유학(D-2)","여자","창원시 마산회원구","지역 및 체류자격별 등록외국인 현황","명","49",
"유학(D-2)","여자","창원시 성산구","지역 및 체류자격별 등록외국인 현황","명","15",
"유학(D-2)","여자","창원시 의창구","지역 및 체류자격별 등록외국인 현황","명","126",
"유학(D-2)","여자","창원시 진해구","지역 및 체류자격별 등록외국인 현황","명","7",
"유학(D-2)","여자","통영시","지역 및 체류자격별 등록외국인 현황","명","5",
"유학(D-2)","여자","하동군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","함안군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","함양군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","합천군","지역 및 체류자격별 등록외국인 현황","명","0",
"유학(D-2)","여자","제주특별자치도","지역 및 체류자격별 등록외국인 현황","명","769",
"유학(D-2)","여자","서귀포시","지역 및 체류자격별 등록외국인 현황","명","10",
"유학(D-2)","여자","제주시","지역 및 체류자격별 등록외국인 현황","명","759",
"기술연수(D-3)","계","총계","지역 및 체류자격별 등록외국인 현황","명","1280",
"기술연수(D-3)","계","서울특별시","지역 및 체류자격별 등록외국인 현황","명","43",
"기술연수(D-3)","계","강남구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","강동구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","강북구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","강서구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","관악구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","광진구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","구로구","지역 및 체류자격별 등록외국인 현황","명","8",
"기술연수(D-3)","계","금천구","지역 및 체류자격별 등록외국인 현황","명","14",
"기술연수(D-3)","계","노원구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","도봉구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","동대문구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","동작구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","마포구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","서대문구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","서초구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","성동구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","성북구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","송파구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","양천구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","영등포구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","용산구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","은평구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","종로구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","중랑구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","부산광역시","지역 및 체류자격별 등록외국인 현황","명","102",
"기술연수(D-3)","계","강서구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","금정구","지역 및 체류자격별 등록외국인 현황","명","31",
"기술연수(D-3)","계","기장군","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","남구","지역 및 체류자격별 등록외국인 현황","명","3",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","동래구","지역 및 체류자격별 등록외국인 현황","명","10",
"기술연수(D-3)","계","부산진구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","북구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","사상구","지역 및 체류자격별 등록외국인 현황","명","9",
"기술연수(D-3)","계","사하구","지역 및 체류자격별 등록외국인 현황","명","13",
"기술연수(D-3)","계","서구","지역 및 체류자격별 등록외국인 현황","명","5",
"기술연수(D-3)","계","수영구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","연제구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","영도구","지역 및 체류자격별 등록외국인 현황","명","3",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","해운대구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","대구광역시","지역 및 체류자격별 등록외국인 현황","명","47",
"기술연수(D-3)","계","남구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","달서구","지역 및 체류자격별 등록외국인 현황","명","9",
"기술연수(D-3)","계","달성군","지역 및 체류자격별 등록외국인 현황","명","16",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","북구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","서구","지역 및 체류자격별 등록외국인 현황","명","19",
"기술연수(D-3)","계","수성구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","인천광역시","지역 및 체류자격별 등록외국인 현황","명","70",
"기술연수(D-3)","계","강화군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","계양구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","남동구","지역 및 체류자격별 등록외국인 현황","명","39",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","미추홀구","지역 및 체류자격별 등록외국인 현황","명","14",
"기술연수(D-3)","계","부평구","지역 및 체류자격별 등록외국인 현황","명","7",
"기술연수(D-3)","계","서구","지역 및 체류자격별 등록외국인 현황","명","8",
"기술연수(D-3)","계","연수구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","옹진군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","광주광역시","지역 및 체류자격별 등록외국인 현황","명","25",
"기술연수(D-3)","계","광산구","지역 및 체류자격별 등록외국인 현황","명","24",
"기술연수(D-3)","계","남구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","북구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","서구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","대전광역시","지역 및 체류자격별 등록외국인 현황","명","4",
"기술연수(D-3)","계","대덕구","지역 및 체류자격별 등록외국인 현황","명","3",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","서구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","유성구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","울산광역시","지역 및 체류자격별 등록외국인 현황","명","36",
"기술연수(D-3)","계","남구","지역 및 체류자격별 등록외국인 현황","명","4",
"기술연수(D-3)","계","동구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","북구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","울주군","지역 및 체류자격별 등록외국인 현황","명","30",
"기술연수(D-3)","계","중구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","세종특별자치시","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","경기도","지역 및 체류자격별 등록외국인 현황","명","338",
"기술연수(D-3)","계","가평군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","고양시 덕양구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","고양시 일산동구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","고양시 일산서구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","과천시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","광명시","지역 및 체류자격별 등록외국인 현황","명","4",
"기술연수(D-3)","계","광주시","지역 및 체류자격별 등록외국인 현황","명","3",
"기술연수(D-3)","계","구리시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","군포시","지역 및 체류자격별 등록외국인 현황","명","24",
"기술연수(D-3)","계","김포시","지역 및 체류자격별 등록외국인 현황","명","14",
"기술연수(D-3)","계","남양주시","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","동두천시","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","부천시","지역 및 체류자격별 등록외국인 현황","명","14",
"기술연수(D-3)","계","성남시 분당구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","성남시 수정구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","성남시 중원구","지역 및 체류자격별 등록외국인 현황","명","12",
"기술연수(D-3)","계","수원시 권선구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","3",
"기술연수(D-3)","계","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","시흥시","지역 및 체류자격별 등록외국인 현황","명","4",
"기술연수(D-3)","계","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","34",
"기술연수(D-3)","계","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","17",
"기술연수(D-3)","계","안성시","지역 및 체류자격별 등록외국인 현황","명","24",
"기술연수(D-3)","계","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","4",
"기술연수(D-3)","계","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","양주시","지역 및 체류자격별 등록외국인 현황","명","11",
"기술연수(D-3)","계","양평군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","여주시","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","연천군","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","오산시","지역 및 체류자격별 등록외국인 현황","명","12",
"기술연수(D-3)","계","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","의왕시","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","의정부시","지역 및 체류자격별 등록외국인 현황","명","7",
"기술연수(D-3)","계","이천시","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","파주시","지역 및 체류자격별 등록외국인 현황","명","9",
"기술연수(D-3)","계","평택시","지역 및 체류자격별 등록외국인 현황","명","60",
"기술연수(D-3)","계","포천시","지역 및 체류자격별 등록외국인 현황","명","10",
"기술연수(D-3)","계","하남시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","화성시","지역 및 체류자격별 등록외국인 현황","명","47",
"기술연수(D-3)","계","강원도","지역 및 체류자격별 등록외국인 현황","명","22",
"기술연수(D-3)","계","강릉시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","고성군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","동해시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","삼척시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","속초시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","양구군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","양양군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","영월군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","원주시","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","인제군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","정선군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","철원군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","춘천시","지역 및 체류자격별 등록외국인 현황","명","8",
"기술연수(D-3)","계","태백시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","평창군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","홍천군","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","화천군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","횡성군","지역 및 체류자격별 등록외국인 현황","명","6",
"기술연수(D-3)","계","충청북도","지역 및 체류자격별 등록외국인 현황","명","40",
"기술연수(D-3)","계","괴산군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","단양군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","보은군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","영동군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","옥천군","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","음성군","지역 및 체류자격별 등록외국인 현황","명","2",
"기술연수(D-3)","계","제천시","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","증평군","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","진천군","지역 및 체류자격별 등록외국인 현황","명","7",
"기술연수(D-3)","계","청원군","지역 및 체류자격별 등록외국인 현황","명","1",
"기술연수(D-3)","계","청주시 상당구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","청주시 서원구","지역 및 체류자격별 등록외국인 현황","명","0",
"기술연수(D-3)","계","청주시 청원구","지역 및 체류자격별 등록외국인 현황","명","12",
"기술연수(D-3)","계","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황","명","12",
"기술연수(D-3)","계","충주시","지역 및 체류자격별 등록외국인 현황","명","5",
"기술연수(D-3)","계","충청남도","지역 및 체류자격별 등록외국인 현황","명","90",
"기술연수(D-3)","계","계룡시","지역 및 체류자격별 등록외국인 현황","명","0",
